sentence,amr_penman
दर एका विस्तारावांगडा दरेका पांवड्याक 10 वा 5 ची उंचाय मेळटा.,(g / get-01 :ARG0 (s / step) :ARG1 (h / height :quant (o / or :op1 10 :op2 5)) :time (e / expand-01))
"चालुक्य राजा परमेश्वरवर्मन पयलो ""विक्रमादित्य"" हाणें पल्लव, गंग आनी घडये पांड्यांवांगडा लेगीत, कावेरीच्या पात्राचेर लडायो केल्ल्यो म्हूण म्हायती आसा.","(k / know-01
   :ARG1 (b / battle-01
          :ARG0 (p / person
                   :wiki ""Q12453300""
                   :name (n / name :op1 ""Paramesvaravarman"" :op2 ""I"" :wiki ""Q7135208"")
                   :name (n2 / name :op1 ""Vikramaditya"")
                   :domain (k2 / king
                              :mod (c / country
                                     :wiki ""Q467803""
                                     :name (n3 / name :op1 ""Chalukya""))))
          :ARG1 (a / and
                   :op1 (g / group
                           :wiki ""Q335235""
                           :name (n4 / name :op1 ""Pallavas""))
                   :op2 (g2 / group
                           :wiki ""Q1275308""
                           :name (n5 / name :op1 ""Gangas""))
                   :op3 (p2 / possible-01
                           :ARG1 (g3 / group
                                      :wiki ""Q831610""
                                      :name (n6 / name :op1 ""Pandyas"")
                                      :mod (e / even))))
          :location (b2 / bank
                       :part-of (r / river
                                   :wiki ""Q216237""
                                   :name (n7 / name :op1 ""Kaveri"")))))"
"मजगतीं, मंत्रीमंडळ स्थापन जावन चार दीस जाले तरी अजुनूय खातें वांटप जावंक ना","(c / contrast-01
   :op1 (p / pass-01
      :ARG1 (d / day :quant 4)
      :time (f / form-01
         :ARG1 (c2 / cabinet)))
   :op2 (h / happen-01
      :polarity -
      :ARG1 (a / allocate-01
         :ARG1 (p2 / portfolio))
      :time (n / now))
   :time (m / meanwhile))"
"तशेंच सौदागर, पनाह, तहलका, मुजरीम ह्या सारक्या वेवसायीक भोव-अदमासीत खर्चाच्या चित्रपटांनी तिणें भयण वा नायिकेची इश्टीण म्हूण सहाय्यक पात्राच्यो भुमिका केल्यो.","(a / also
   :op1 (a2 / act-01
           :ARG0 (s / she)
           :ARG1 (o / or
                     :op1 (s2 / sister
                              :mod (s3 / support-01))
                     :op2 (f / friend
                              :poss (h / heroine)
                              :mod s3))
           :location (f2 / film
                         :mod (c / commercial)
                         :mod (h2 / high-budget)
                         :example (a3 / and
                                      :op1 (m / movie
                                               :name (n / name :op1 ""Saudagar""))
                                      :op2 (m2 / movie
                                               :name (n2 / name :op1 ""Panah""))
                                      :op3 (m3 / movie
                                               :name (n3 / name :op1 ""Tahalka""))
                                      :op4 (m4 / movie
                                               :name (n4 / name :op1 ""Mujrim""))))))"
'विस्वासू' आनी मागीर तुमच्या नांवाचो आस्पाव करपाक विसरूं नाकात.,"(f / forget-01 :polarity - :mode imperative :ARG0 (y / you) :ARG1 (i / include-01 :ARG0 y :ARG1 (s / sequence :op1 (t / thing :name (n / name :op1 ""विस्वासू"")) :op2 (n2 / name :poss y))))"
तुमचीं बॅटरी परत परत चार्ज करपाक बॅटरी चार्जर गरजेचो आसता.,"(n / necessary-01
   :ARG1 (c / charger
            :mod (b / battery))
   :purpose (c2 / charge-01
               :ARG1 (b2 / battery
                        :poss (y / you))
               :manner (r / repeat-01)))"
अशे तरेन राग स्थापन जातकच ह्या गीताची सुरवात चड करून उतरांनी जाता.,"(s / start-01
   :ARG1 (g / song
      :mod (t2 / this))
   :instrument (w / word)
   :frequency (m / most)
   :time (a / after
      :op1 (e / establish-01
         :ARG1 (r / raga)
         :manner (t / this))))"
पेरियारचो इडयार फांटो ह्या उद्देगधंद्यांची गरज भागयता.,"(s / satisfy-01 :ARG0 (b / branch-01 :name (n / name :op1 ""Idyar"") :part-of (p / river :name (n2 / name :op1 ""Periyar""))) :ARG1 (n3 / need-01) :ARG2 (i / industry :mod (t / this)))"
हिंदू पंचांगा प्रमाण हो उत्सव ऑक्टोबर वा नोव्हेंबर म्हयन्यांत जाता.,"(o / occur-01
   :ARG1 (f / festival
            :mod (t / this))
   :source (c / calendar
              :name (n / name
                       :op1 ""Hindu""))
   :time (o2 / or
            :op1 (m / month
                    :name (n2 / name
                             :op1 ""October""))
            :op2 (m2 / month
                     :name (n3 / name
                              :op1 ""November""))))"
925 चौखण किलोमीटर वा 357 चौखण मैल पेरियार वाग राखीव वाठार चडसो कार्डमम हिल्साच्या सामक्या दक्षिणेच्या भागांत आसा.,"(l / locate-01 :ARG1 (a / area :name (n / name :op1 ""Periyar"" :op2 ""Tiger"" :op3 ""Reserve"") :quant (o / or :op1 (q / area-quantity :quant 925 :unit (k / kilometer)) :op2 (q2 / area-quantity :quant 357 :unit (m / mile)))) :location (p / part :part-of (h / hill :name (n2 / name :op1 ""Cardamom"" :op2 ""Hills"")) :mod (s / south :degree (s2 / superlative))) :degree (m2 / most))"
"तिचो फुडलो चित्रपट, बेवफाई, परत खन्ना वांगडा आशिल्लो, तातूंत रजनीकांत खलनायकाचे भुमिकेंत आशिल्लो.","(f2 / feature-01 :ARG0 (f / film :name (n / name :op1 ""Bewafai"") :poss (p / person) :mod (n2 / next) :ARG0-of (f3 / feature-01 :ARG1 (p3 / person :name (n4 / name :op1 ""Rajnikanth"") :wiki ""Rajinikanth"") :ARG2 (v / villain))) :ARG1 (p2 / person :name (n3 / name :op1 ""Khanna"")) :frequency (a / again))"
"सादारणपणान, सगळीं कर विवरणां 15 एप्रील मेरेन दिवपाचे आसतात.",(t / tend-01 :ARG1 (o / obligate-01 :ARG1 (p / person) :ARG2 (f / file-01 :ARG0 p :ARG1 (r / return-01 :topic (t2 / tax-01)) :time (d / date-entity :month 4 :day 15))))
"मलिक काफूर, खुसरो खान ह्या सेनापतींच्या आदारान अलाउद्दीनान दिल्लीचें सुलतान राज्य दक्षिण भारतांत विस्तारपाचें काम चालूच दवरलें आनी तांणी हारयल्ल्या लोकां कडल्यान व्हड झुजाची लूट (अनवतान) एकठांय केली.","(a / and :op1 (c / continue-01 :ARG0 (p / person :name (n / name :op1 ""Alauddin"")) :ARG1 (e / expand-01 :ARG0 p :ARG1 (s / sultanate :name (n2 / name :op1 ""Delhi Sultanate"")) :destination (p2 / place :name (n3 / name :op1 ""South India""))) :manner (s2 / support-01 :ARG0 (g / general :quant 2 :name (a2 / and :op1 (p3 / person :name (n4 / name :op1 ""Malik Kafur"")) :op2 (p4 / person :name (n5 / name :op1 ""Khusro Khan"")))) :ARG1 p)) :op2 (c2 / collect-01 :ARG0 (a3 / and :op1 p :op2 g) :ARG1 (b / booty :mod (w / war-01) :degree (g2 / great)) :source (p5 / person :ARG1-of (d / defeat-01 :ARG0 a3))))"
"देखीक, 20 डिसेंबर मेरेन खरेदी पूर्ण जातली.","(e / have-example-91
   :ARG2 (c / complete-01
             :ARG1 (p / purchase-01)
             :tense future
             :time (d / date-entity
                       :month 12
                       :day 20)))"
"गुरवारपणांत ए जिवनसत्वाचो उणाव, ताचे उपरांत दुदाच्या वेळार ए जिवनसत्वाचें उणें हस्तांतरण आनी अर्भक/भुरग्याच्या आहारांत ए जिवनसत्व वा बेटा-कॅरोटीन उणें आसप हीं कारणां आसात.","(c / cause-01 :ARG1 (a / and :op1 (d / deficient-01 :ARG1 (v / vitamin :name (n / name :op1 ""A"")) :time (p / pregnancy)) :op2 (t / transfer-01 :ARG1 v :degree (l / low) :time (l2 / lactation) :time (a2 / after :op1 d)) :op3 (d2 / deficient-01 :ARG1 (o / or :op1 v :op2 (b / beta-carotene)) :ARG2 (d3 / diet :poss (p2 / person :mod (o2 / or :op1 (i / infant) :op2 (c2 / child)))))))"
